,m,r,5,5_alpha
0,0.0,0.0,0.16000000000000003,
1,0.0,1.0,0.16349999999999998,
2,0.0,2.0,0.16649999999999998,
3,0.0,3.0,0.15500000000000003,
4,0.0,4.0,0.15149999999999997,
5,0.0,5.0,0.15300000000000002,
6,0.0,6.0,0.15949999999999998,
7,0.0,7.0,0.16500000000000004,
8,0.0,8.0,0.15949999999999998,
9,0.0,9.0,0.16649999999999998,
10,1.0,0.0,0.137,
11,1.0,1.0,0.125,
12,1.0,2.0,0.138,
13,1.0,3.0,0.13749999999999996,
14,1.0,4.0,0.14149999999999996,
15,1.0,5.0,0.132,
16,1.0,6.0,0.133,
17,1.0,7.0,0.14949999999999997,
18,1.0,8.0,0.13549999999999995,
19,1.0,9.0,0.14249999999999996,
20,2.0,0.0,0.131,
21,2.0,1.0,0.14649999999999996,
22,2.0,2.0,0.14949999999999997,
23,2.0,3.0,0.136,
24,2.0,4.0,0.14500000000000002,
25,2.0,5.0,0.14449999999999996,
26,2.0,6.0,0.138,
27,2.0,7.0,0.15149999999999997,
28,2.0,8.0,0.14549999999999996,
29,2.0,9.0,0.14300000000000002,
30,3.0,0.0,0.133,
31,3.0,1.0,0.13349999999999995,
32,3.0,2.0,0.133,
33,3.0,3.0,0.14549999999999996,
34,3.0,4.0,0.14800000000000002,
35,3.0,5.0,0.14,
36,3.0,6.0,0.14649999999999996,
37,3.0,7.0,0.13549999999999995,
38,3.0,8.0,0.15400000000000003,
39,3.0,9.0,0.128,
40,4.0,0.0,0.14549999999999996,
41,4.0,1.0,0.14100000000000001,
42,4.0,2.0,0.14800000000000002,
43,4.0,3.0,0.138,
44,4.0,4.0,0.14600000000000002,
45,4.0,5.0,0.15549999999999997,
46,4.0,6.0,0.14049999999999996,
47,4.0,7.0,0.13949999999999996,
48,4.0,8.0,0.14549999999999996,
49,4.0,9.0,0.14549999999999996,
50,5.0,0.0,0.15000000000000002,
51,5.0,1.0,0.15100000000000002,
52,5.0,2.0,0.14049999999999996,
53,5.0,3.0,0.137,
54,5.0,4.0,0.14600000000000002,
55,5.0,5.0,0.15700000000000003,
56,5.0,6.0,0.139,
57,5.0,7.0,0.136,
58,5.0,8.0,0.13649999999999995,
59,5.0,9.0,0.14849999999999997,
60,10.0,0.0,0.15249999999999997,
61,10.0,1.0,0.15100000000000002,
62,10.0,2.0,0.15049999999999997,
63,10.0,3.0,0.15200000000000002,
64,10.0,4.0,0.15200000000000002,
65,10.0,5.0,0.14400000000000002,
66,10.0,6.0,0.15500000000000003,
67,10.0,7.0,0.16649999999999998,
68,10.0,8.0,0.15349999999999997,
69,10.0,9.0,0.15400000000000003,
70,20.0,0.0,0.15900000000000003,
71,20.0,1.0,0.15700000000000003,
72,20.0,2.0,0.16000000000000003,
73,20.0,3.0,0.15800000000000003,
74,20.0,4.0,0.16149999999999998,
75,20.0,5.0,0.15649999999999997,
76,20.0,6.0,0.16200000000000003,
77,20.0,7.0,0.15949999999999998,
78,20.0,8.0,0.16000000000000003,
79,20.0,9.0,0.15749999999999997,
