,m,r,5,5_alpha
0,0.0,0.0,0.19599999999999995,0.5
1,0.0,1.0,0.1745,0.5
2,0.0,2.0,0.1735,0.5
3,0.0,3.0,0.17800000000000005,0.5
4,0.0,4.0,0.16749999999999998,0.5
5,0.0,5.0,0.17300000000000004,0.5
6,0.0,6.0,0.17400000000000004,0.5
7,0.0,7.0,0.18400000000000005,0.5
8,0.0,8.0,0.17500000000000004,0.5
9,0.0,9.0,0.18000000000000005,0.5
10,1.0,0.0,0.15800000000000003,0.92
11,1.0,1.0,0.15300000000000002,0.92
12,1.0,2.0,0.16449999999999998,0.92
13,1.0,3.0,0.16049999999999998,0.92
14,1.0,4.0,0.15200000000000002,0.92
15,1.0,5.0,0.15900000000000003,0.92
16,1.0,6.0,0.14449999999999996,0.92
17,1.0,7.0,0.16300000000000003,0.92
18,1.0,8.0,0.15500000000000003,0.92
19,1.0,9.0,0.16500000000000004,0.92
20,2.0,0.0,0.14549999999999996,0.9822222222222222
21,2.0,1.0,0.15149999999999997,0.9822222222222222
22,2.0,2.0,0.15549999999999997,0.9822222222222222
23,2.0,3.0,0.14449999999999996,0.9822222222222222
24,2.0,4.0,0.14500000000000002,0.9822222222222222
25,2.0,5.0,0.15100000000000002,0.9822222222222222
26,2.0,6.0,0.15200000000000002,0.9822222222222222
27,2.0,7.0,0.15849999999999997,0.9822222222222222
28,2.0,8.0,0.16200000000000003,0.9822222222222222
29,2.0,9.0,0.15200000000000002,0.9822222222222222
30,3.0,0.0,0.15100000000000002,0.9881481481481481
31,3.0,1.0,0.14449999999999996,0.9881481481481481
32,3.0,2.0,0.14949999999999997,0.9881481481481481
33,3.0,3.0,0.15000000000000002,0.9881481481481481
34,3.0,4.0,0.16100000000000003,0.9881481481481481
35,3.0,5.0,0.15800000000000003,0.9881481481481481
36,3.0,6.0,0.15700000000000003,0.9881481481481481
37,3.0,7.0,0.17000000000000004,0.9881481481481481
38,3.0,8.0,0.14949999999999997,0.9881481481481481
39,3.0,9.0,0.14300000000000002,0.9881481481481481
40,4.0,0.0,0.16700000000000004,0.9907818930041152
41,4.0,1.0,0.16449999999999998,0.9907818930041152
42,4.0,2.0,0.15000000000000002,0.9907818930041152
43,4.0,3.0,0.15000000000000002,0.9907818930041152
44,4.0,4.0,0.15949999999999998,0.9907818930041152
45,4.0,5.0,0.15049999999999997,0.9907818930041152
46,4.0,6.0,0.17049999999999998,0.9907818930041152
47,4.0,7.0,0.15649999999999997,0.9907818930041152
48,4.0,8.0,0.15449999999999997,0.9907818930041152
49,4.0,9.0,0.16049999999999998,0.9907818930041152
50,5.0,0.0,0.15149999999999997,0.9907818930041152
51,5.0,1.0,0.15200000000000002,0.9907818930041152
52,5.0,2.0,0.14800000000000002,0.9907818930041152
53,5.0,3.0,0.15349999999999997,0.9907818930041152
54,5.0,4.0,0.14900000000000002,0.9907818930041152
55,5.0,5.0,0.15200000000000002,0.9907818930041152
56,5.0,6.0,0.15649999999999997,0.9907818930041152
57,5.0,7.0,0.15400000000000003,0.9907818930041152
58,5.0,8.0,0.1735,0.9907818930041152
59,5.0,9.0,0.15400000000000003,0.9907818930041152
60,10.0,0.0,0.16749999999999998,0.9907818930041152
61,10.0,1.0,0.15800000000000003,0.9907818930041152
62,10.0,2.0,0.14749999999999996,0.9907818930041152
63,10.0,3.0,0.15649999999999997,0.9907818930041152
64,10.0,4.0,0.15900000000000003,0.9907818930041152
65,10.0,5.0,0.16900000000000004,0.9907818930041152
66,10.0,6.0,0.15049999999999997,0.9907818930041152
67,10.0,7.0,0.14849999999999997,0.9907818930041152
68,10.0,8.0,0.15749999999999997,0.9907818930041152
69,10.0,9.0,0.16300000000000003,0.9907818930041152
70,20.0,0.0,0.15849999999999997,0.9907818930041152
71,20.0,1.0,0.15449999999999997,0.9907818930041152
72,20.0,2.0,0.15900000000000003,0.9907818930041152
73,20.0,3.0,0.16200000000000003,0.9907818930041152
74,20.0,4.0,0.16649999999999998,0.9907818930041152
75,20.0,5.0,0.16649999999999998,0.9907818930041152
76,20.0,6.0,0.16049999999999998,0.9907818930041152
77,20.0,7.0,0.16749999999999998,0.9907818930041152
78,20.0,8.0,0.16749999999999998,0.9907818930041152
79,20.0,9.0,0.17049999999999998,0.9907818930041152
