,m,r,5,5_alpha
0,0.0,0.0,0.16000000000000003,0.5
1,0.0,1.0,0.16349999999999998,0.5
2,0.0,2.0,0.16649999999999998,0.5
3,0.0,3.0,0.15500000000000003,0.5
4,0.0,4.0,0.15149999999999997,0.5
5,0.0,5.0,0.15300000000000002,0.5
6,0.0,6.0,0.15949999999999998,0.5
7,0.0,7.0,0.16500000000000004,0.5
8,0.0,8.0,0.15949999999999998,0.5
9,0.0,9.0,0.16649999999999998,0.5
10,1.0,0.0,0.15100000000000002,0.93
11,1.0,1.0,0.14649999999999996,0.93
12,1.0,2.0,0.13949999999999996,0.93
13,1.0,3.0,0.138,0.93
14,1.0,4.0,0.14,0.93
15,1.0,5.0,0.133,0.93
16,1.0,6.0,0.13649999999999995,0.93
17,1.0,7.0,0.14500000000000002,0.93
18,1.0,8.0,0.14549999999999996,0.93
19,1.0,9.0,0.14949999999999997,0.93
20,2.0,0.0,0.123,0.9533333333333334
21,2.0,1.0,0.122,0.9533333333333334
22,2.0,2.0,0.13049999999999995,0.9533333333333334
23,2.0,3.0,0.12949999999999995,0.9533333333333334
24,2.0,4.0,0.12450000000000006,0.9533333333333334
25,2.0,5.0,0.125,0.9533333333333334
26,2.0,6.0,0.14200000000000002,0.9533333333333334
27,2.0,7.0,0.12250000000000005,0.9533333333333334
28,2.0,8.0,0.135,0.9533333333333334
29,2.0,9.0,0.12450000000000006,0.9533333333333334
30,3.0,0.0,0.12,0.9637037037037037
31,3.0,1.0,0.11750000000000005,0.9637037037037037
32,3.0,2.0,0.123,0.9637037037037037
33,3.0,3.0,0.12749999999999995,0.9637037037037037
34,3.0,4.0,0.125,0.9637037037037037
35,3.0,5.0,0.12150000000000005,0.9637037037037037
36,3.0,6.0,0.12749999999999995,0.9637037037037037
37,3.0,7.0,0.11499999999999999,0.9637037037037037
38,3.0,8.0,0.119,0.9637037037037037
39,3.0,9.0,0.126,0.9637037037037037
40,4.0,0.0,0.12450000000000006,0.9637037037037037
41,4.0,1.0,0.11850000000000005,0.9637037037037037
42,4.0,2.0,0.12050000000000005,0.9637037037037037
43,4.0,3.0,0.128,0.9637037037037037
44,4.0,4.0,0.11950000000000005,0.9637037037037037
45,4.0,5.0,0.121,0.9637037037037037
46,4.0,6.0,0.13649999999999995,0.9637037037037037
47,4.0,7.0,0.119,0.9637037037037037
48,4.0,8.0,0.11699999999999999,0.9637037037037037
49,4.0,9.0,0.12050000000000005,0.9637037037037037
50,5.0,0.0,0.11399999999999999,0.9798353909465021
51,5.0,1.0,0.125,0.9798353909465021
52,5.0,2.0,0.13449999999999995,0.9798353909465021
53,5.0,3.0,0.12450000000000006,0.9798353909465021
54,5.0,4.0,0.11499999999999999,0.9798353909465021
55,5.0,5.0,0.11499999999999999,0.9798353909465021
56,5.0,6.0,0.12549999999999994,0.9798353909465021
57,5.0,7.0,0.11850000000000005,0.9798353909465021
58,5.0,8.0,0.12549999999999994,0.9798353909465021
59,5.0,9.0,0.127,0.9798353909465021
60,10.0,0.0,0.12250000000000005,0.9865569272976681
61,10.0,1.0,0.123,0.9865569272976681
62,10.0,2.0,0.131,0.9865569272976681
63,10.0,3.0,0.11950000000000005,0.9865569272976681
64,10.0,4.0,0.10699999999999998,0.9865569272976681
65,10.0,5.0,0.126,0.9865569272976681
66,10.0,6.0,0.12150000000000005,0.9865569272976681
67,10.0,7.0,0.131,0.9865569272976681
68,10.0,8.0,0.126,0.9865569272976681
69,10.0,9.0,0.12250000000000005,0.9865569272976681
70,20.0,0.0,0.11699999999999999,0.9895442767870751
71,20.0,1.0,0.12050000000000005,0.9895442767870751
72,20.0,2.0,0.11699999999999999,0.9895442767870751
73,20.0,3.0,0.123,0.9895442767870751
74,20.0,4.0,0.11550000000000005,0.9895442767870751
75,20.0,5.0,0.11499999999999999,0.9895442767870751
76,20.0,6.0,0.12250000000000005,0.9895442767870751
77,20.0,7.0,0.131,0.9895442767870751
78,20.0,8.0,0.12549999999999994,0.9895442767870751
79,20.0,9.0,0.11199999999999999,0.9895442767870751
