,m,r,1
0,0.0,0.0,0.16800000000000004
1,0.0,1.0,0.1835
2,0.0,2.0,0.16149999999999998
3,0.0,3.0,0.16649999999999998
4,0.0,4.0,0.17100000000000004
5,0.0,5.0,0.16300000000000003
6,0.0,6.0,0.17800000000000005
7,0.0,7.0,0.17500000000000004
8,0.0,8.0,0.1725
9,0.0,9.0,0.15949999999999998
10,1.0,0.0,0.17600000000000005
11,1.0,1.0,0.16100000000000003
12,1.0,2.0,0.16649999999999998
13,1.0,3.0,0.15749999999999997
14,1.0,4.0,0.16000000000000003
15,1.0,5.0,0.16800000000000004
16,1.0,6.0,0.1745
17,1.0,7.0,0.16749999999999998
18,1.0,8.0,0.17100000000000004
19,1.0,9.0,0.15900000000000003
20,2.0,0.0,0.16449999999999998
21,2.0,1.0,0.16000000000000003
22,2.0,2.0,0.15149999999999997
23,2.0,3.0,0.17049999999999998
24,2.0,4.0,0.14449999999999996
25,2.0,5.0,0.1795
26,2.0,6.0,0.14949999999999997
27,2.0,7.0,0.16349999999999998
28,2.0,8.0,0.16049999999999998
29,2.0,9.0,0.15700000000000003
30,3.0,0.0,0.16249999999999998
31,3.0,1.0,0.16249999999999998
32,3.0,2.0,0.16249999999999998
33,3.0,3.0,0.15000000000000002
34,3.0,4.0,0.17600000000000005
35,3.0,5.0,0.16949999999999998
36,3.0,6.0,0.14600000000000002
37,3.0,7.0,0.16149999999999998
38,3.0,8.0,0.15849999999999997
39,3.0,9.0,0.15600000000000003
40,4.0,0.0,0.15349999999999997
41,4.0,1.0,0.15600000000000003
42,4.0,2.0,0.15749999999999997
43,4.0,3.0,0.15149999999999997
44,4.0,4.0,0.14449999999999996
45,4.0,5.0,0.15900000000000003
46,4.0,6.0,0.16349999999999998
47,4.0,7.0,0.16449999999999998
48,4.0,8.0,0.14400000000000002
49,4.0,9.0,0.14049999999999996
50,5.0,0.0,0.16449999999999998
51,5.0,1.0,0.15700000000000003
52,5.0,2.0,0.16500000000000004
53,5.0,3.0,0.16700000000000004
54,5.0,4.0,0.16000000000000003
55,5.0,5.0,0.15800000000000003
56,5.0,6.0,0.14649999999999996
57,5.0,7.0,0.13149999999999995
58,5.0,8.0,0.15800000000000003
59,5.0,9.0,0.15700000000000003
60,10.0,0.0,0.14100000000000001
61,10.0,1.0,0.16449999999999998
62,10.0,2.0,0.16500000000000004
63,10.0,3.0,0.15500000000000003
64,10.0,4.0,0.15400000000000003
65,10.0,5.0,0.14649999999999996
66,10.0,6.0,0.15549999999999997
67,10.0,7.0,0.136
68,10.0,8.0,0.15400000000000003
69,10.0,9.0,0.15500000000000003
70,20.0,0.0,0.14700000000000002
71,20.0,1.0,0.15249999999999997
72,20.0,2.0,0.14649999999999996
73,20.0,3.0,0.15549999999999997
74,20.0,4.0,0.15800000000000003
75,20.0,5.0,0.14149999999999996
76,20.0,6.0,0.14500000000000002
77,20.0,7.0,0.15300000000000002
78,20.0,8.0,0.14049999999999996
79,20.0,9.0,0.14749999999999996
