,m,r,5,5_alpha
0,0.0,0.0,0.3255,
1,0.0,1.0,0.31499999999999995,
2,0.0,2.0,0.30700000000000005,
3,0.0,3.0,0.3335,
4,0.0,4.0,0.3155,
5,0.0,5.0,0.3245,
6,0.0,6.0,0.32299999999999995,
7,0.0,7.0,0.3085,
8,0.0,8.0,0.31200000000000006,
9,0.0,9.0,0.3235,
10,1.0,0.0,0.3195,
11,1.0,1.0,0.3265,
12,1.0,2.0,0.31799999999999995,
13,1.0,3.0,0.3165,
14,1.0,4.0,0.32199999999999995,
15,1.0,5.0,0.31799999999999995,
16,1.0,6.0,0.3315,
17,1.0,7.0,0.3275,
18,1.0,8.0,0.3175,
19,1.0,9.0,0.32799999999999996,
20,2.0,0.0,0.32599999999999996,
21,2.0,1.0,0.31399999999999995,
22,2.0,2.0,0.3035,
23,2.0,3.0,0.31999999999999995,
24,2.0,4.0,0.30300000000000005,
25,2.0,5.0,0.3125,
26,2.0,6.0,0.30800000000000005,
27,2.0,7.0,0.31799999999999995,
28,2.0,8.0,0.3125,
29,2.0,9.0,0.3195,
30,3.0,0.0,0.31499999999999995,
31,3.0,1.0,0.32799999999999996,
32,3.0,2.0,0.3275,
33,3.0,3.0,0.3305,
34,3.0,4.0,0.3175,
35,3.0,5.0,0.35050000000000003,
36,3.0,6.0,0.3335,
37,3.0,7.0,0.3385,
38,3.0,8.0,0.3205,
39,3.0,9.0,0.3275,
40,4.0,0.0,0.33499999999999996,
41,4.0,1.0,0.33399999999999996,
42,4.0,2.0,0.3335,
43,4.0,3.0,0.32799999999999996,
44,4.0,4.0,0.3415,
45,4.0,5.0,0.344,
46,4.0,6.0,0.33499999999999996,
47,4.0,7.0,0.3405,
48,4.0,8.0,0.35250000000000004,
49,4.0,9.0,0.34099999999999997,
50,5.0,0.0,0.346,
51,5.0,1.0,0.3425,
52,5.0,2.0,0.355,
53,5.0,3.0,0.34199999999999997,
54,5.0,4.0,0.3425,
55,5.0,5.0,0.368,
56,5.0,6.0,0.3385,
57,5.0,7.0,0.33799999999999997,
58,5.0,8.0,0.33599999999999997,
59,5.0,9.0,0.3365,
60,10.0,0.0,0.346,
61,10.0,1.0,0.36450000000000005,
62,10.0,2.0,0.354,
63,10.0,3.0,0.36250000000000004,
64,10.0,4.0,0.355,
65,10.0,5.0,0.357,
66,10.0,6.0,0.365,
67,10.0,7.0,0.36850000000000005,
68,10.0,8.0,0.353,
69,10.0,9.0,0.34950000000000003,
70,20.0,0.0,0.37150000000000005,
71,20.0,1.0,0.36950000000000005,
72,20.0,2.0,0.378,
73,20.0,3.0,0.37649999999999995,
74,20.0,4.0,0.36850000000000005,
75,20.0,5.0,0.37450000000000006,
76,20.0,6.0,0.39,
77,20.0,7.0,0.354,
78,20.0,8.0,0.38049999999999995,
79,20.0,9.0,0.37050000000000005,
