,m,r,5,5_alpha
0,0.0,0.0,0.16000000000000003,0.5
1,0.0,1.0,0.16349999999999998,0.5
2,0.0,2.0,0.16649999999999998,0.5
3,0.0,3.0,0.15500000000000003,0.5
4,0.0,4.0,0.15149999999999997,0.5
5,0.0,5.0,0.15300000000000002,0.5
6,0.0,6.0,0.15949999999999998,0.5
7,0.0,7.0,0.16500000000000004,0.5
8,0.0,8.0,0.15949999999999998,0.5
9,0.0,9.0,0.16649999999999998,0.5
10,1.0,0.0,0.14749999999999996,0.5
11,1.0,1.0,0.14900000000000002,0.5
12,1.0,2.0,0.14400000000000002,0.5
13,1.0,3.0,0.15149999999999997,0.5
14,1.0,4.0,0.14449999999999996,0.5
15,1.0,5.0,0.14200000000000002,0.5
16,1.0,6.0,0.14649999999999996,0.5
17,1.0,7.0,0.14300000000000002,0.5
18,1.0,8.0,0.136,0.5
19,1.0,9.0,0.14549999999999996,0.5
20,2.0,0.0,0.135,0.5
21,2.0,1.0,0.14749999999999996,0.5
22,2.0,2.0,0.14,0.5
23,2.0,3.0,0.139,0.5
24,2.0,4.0,0.138,0.5
25,2.0,5.0,0.14100000000000001,0.5
26,2.0,6.0,0.13949999999999996,0.5
27,2.0,7.0,0.15000000000000002,0.5
28,2.0,8.0,0.128,0.5
29,2.0,9.0,0.14800000000000002,0.5
30,3.0,0.0,0.11950000000000005,0.5
31,3.0,1.0,0.126,0.5
32,3.0,2.0,0.126,0.5
33,3.0,3.0,0.12949999999999995,0.5
34,3.0,4.0,0.12150000000000005,0.5
35,3.0,5.0,0.13149999999999995,0.5
36,3.0,6.0,0.11450000000000005,0.5
37,3.0,7.0,0.14449999999999996,0.5
38,3.0,8.0,0.11599999999999999,0.5
39,3.0,9.0,0.12549999999999994,0.5
40,4.0,0.0,0.131,0.5
41,4.0,1.0,0.13449999999999995,0.5
42,4.0,2.0,0.13649999999999995,0.5
43,4.0,3.0,0.127,0.5
44,4.0,4.0,0.12549999999999994,0.5
45,4.0,5.0,0.13649999999999995,0.5
46,4.0,6.0,0.14849999999999997,0.5
47,4.0,7.0,0.135,0.5
48,4.0,8.0,0.13,0.5
49,4.0,9.0,0.13549999999999995,0.5
50,5.0,0.0,0.133,0.5
51,5.0,1.0,0.125,0.5
52,5.0,2.0,0.12949999999999995,0.5
53,5.0,3.0,0.12849999999999995,0.5
54,5.0,4.0,0.12450000000000006,0.5
55,5.0,5.0,0.13349999999999995,0.5
56,5.0,6.0,0.133,0.5
57,5.0,7.0,0.127,0.5
58,5.0,8.0,0.131,0.5
59,5.0,9.0,0.132,0.5
60,10.0,0.0,0.14100000000000001,0.5
61,10.0,1.0,0.131,0.5
62,10.0,2.0,0.13349999999999995,0.5
63,10.0,3.0,0.128,0.5
64,10.0,4.0,0.13449999999999995,0.5
65,10.0,5.0,0.14,0.5
66,10.0,6.0,0.135,0.5
67,10.0,7.0,0.14149999999999996,0.5
68,10.0,8.0,0.13449999999999995,0.5
69,10.0,9.0,0.129,0.5
70,20.0,0.0,0.13649999999999995,0.5
71,20.0,1.0,0.14049999999999996,0.5
72,20.0,2.0,0.134,0.5
73,20.0,3.0,0.12949999999999995,0.5
74,20.0,4.0,0.13149999999999995,0.5
75,20.0,5.0,0.131,0.5
76,20.0,6.0,0.133,0.5
77,20.0,7.0,0.13749999999999996,0.5
78,20.0,8.0,0.131,0.5
79,20.0,9.0,0.135,0.5
