,target,ood,m_n,avg_error,std_error,summary,config,name
0,P,S,5,0.5661,0.0181,"{'run_num': 9, 'train_loss': 0.0164, 'm': 150, 'avg_err': 0.5661, 'train_acc': 0.8734, 'final_test_err': 0.5372460496613995, 'n': 30, '_step': 1021, 'alpha': 0.9890260631001372, 'epoch': 100, '_wandb': {'runtime': 1503}, 'std_err': 0.0181, '_runtime': 1503.8985195159912, '_timestamp': 1663859883.9018714}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn16_4', 'ptw': False, 'tag': '16_task_aware/pacs_opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/pacs', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 5, 'ood': [0], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'pacs', 'ood_env': 'S', 'task_map': [[0, 1, 4]], 'target_env': 'P', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:2', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",lyyfgeb3
1,P,S,10,0.5679,0.0233,"{'m': 300, '_runtime': 1868.6846437454224, 'final_test_err': 0.5801354401805869, '_wandb': {'runtime': 1868}, 'avg_err': 0.5679, '_timestamp': 1663860248.8868086, '_step': 1021, 'alpha': 0.995122694711172, 'epoch': 100, 'train_loss': 0.0072, 'n': 30, 'run_num': 9, 'std_err': 0.0233, 'train_acc': 0.8204}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn16_4', 'ptw': False, 'tag': '16_task_aware/pacs_opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/pacs', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 10, 'ood': [0], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'pacs', 'ood_env': 'S', 'task_map': [[0, 1, 4]], 'target_env': 'P', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:2', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",hsi5o65p
2,P,S,4,0.5679,0.0206,"{'m': 120, 'n': 30, 'alpha': 0.9835390946502058, 'run_num': 9, 'std_err': 0.0206, '_runtime': 1382.646133184433, '_timestamp': 1663859762.7018292, 'epoch': 100, 'avg_err': 0.5679, 'train_acc': 0.8651, 'train_loss': 0.0285, '_step': 1021, '_wandb': {'runtime': 1382}, 'final_test_err': 0.5440180586907449}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn16_4', 'ptw': False, 'tag': '16_task_aware/pacs_opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/pacs', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 4, 'ood': [0], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'pacs', 'ood_env': 'S', 'task_map': [[0, 1, 4]], 'target_env': 'P', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:2', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3dn3h0cg
3,P,S,1,0.5655,0.0296,"{'avg_err': 0.5655, 'run_num': 9, 'train_acc': 0.8571, '_wandb': {'runtime': 839}, '_runtime': 839.7016472816467, '_timestamp': 1663859219.7906432, 'm': 30, 'n': 30, '_step': 1021, 'final_test_err': 0.49435665914221216, 'alpha': 0.9, 'epoch': 100, 'train_loss': 0.166, 'std_err': 0.0296}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn16_4', 'ptw': False, 'tag': '16_task_aware/pacs_opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/pacs', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 1, 'ood': [0], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'pacs', 'ood_env': 'S', 'task_map': [[0, 1, 4]], 'target_env': 'P', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:2', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",2efmu3vb
4,P,S,2,0.5693,0.0167,"{'n': 30, 'final_test_err': 0.54627539503386, 'm': 60, 'avg_err': 0.5693, 'std_err': 0.0167, 'train_acc': 0.8514, 'alpha': 0.9444444444444444, 'epoch': 100, '_step': 1021, 'run_num': 9, '_runtime': 1046.0912158489227, '_timestamp': 1663859426.0570588, 'train_loss': 0.063, '_wandb': {'runtime': 1045}}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn16_4', 'ptw': False, 'tag': '16_task_aware/pacs_opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/pacs', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 2, 'ood': [0], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'pacs', 'ood_env': 'S', 'task_map': [[0, 1, 4]], 'target_env': 'P', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:2', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1zxkw13c
5,P,S,0,0.5831,0.0105,"{'_step': 1021, 'run_num': 9, 'train_acc': 1, '_runtime': 714.9825837612152, 'alpha': 0.5, 'epoch': 100, 'avg_err': 0.5831, 'std_err': 0.0105, 'train_loss': 0.0075, 'final_test_err': 0.5643340857787811, '_timestamp': 1663859094.9582927, 'm': 0, 'n': 30, '_wandb': {'runtime': 714}}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn16_4', 'ptw': False, 'tag': '16_task_aware/pacs_opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/pacs', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 0, 'ood': [0], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'pacs', 'ood_env': 'S', 'task_map': [[0, 1, 4]], 'target_env': 'P', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:2', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1iki1vcd
6,P,S,3,0.5688,0.0296,"{'n': 30, 'epoch': 100, '_wandb': {'runtime': 1230}, 'train_acc': 0.8, 'run_num': 9, 'final_test_err': 0.5282167042889391, 'm': 90, '_step': 1021, 'alpha': 0.9814814814814816, 'avg_err': 0.5688, '_runtime': 1230.781747341156, 'train_loss': 0.024, 'std_err': 0.0296, '_timestamp': 1663859610.7481534}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn16_4', 'ptw': False, 'tag': '16_task_aware/pacs_opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/pacs', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 3, 'ood': [0], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'pacs', 'ood_env': 'S', 'task_map': [[0, 1, 4]], 'target_env': 'P', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:2', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1ct5qfnk
