,target,ood,m_n,avg_error,std_error,device,summary,config,name
0,4,4,20,0.1202,0.0079,cuda:1,"{'epoch': 100, 'std_err': 0.0079, '_runtime': 762.4513821601868, 'train_acc': 0.9916, '_timestamp': 1663852100.588216, 'final_test_err': 0.11550000000000003, 'train_loss': 0.039, 'm': 2000, 'n': 100, '_step': 1020, '_wandb': {'runtime': 761}, 'avg_err': 0.1202, 'run_num': 9}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '04_transfer_exps_cifar10/wrn/naive_aware', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': False, 'tune_alpha_tag': '17_tune/cifar10', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [4], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'is_multihead': False, 'eval_at_epoch': False}",1ohi90vk
1,4,4,10,0.1382,0.0047,cuda:1,"{'n': 100, '_step': 1020, 'run_num': 9, 'train_acc': 0.9794, '_timestamp': 1663851869.7532012, 'final_test_err': 0.138, 'm': 1000, 'epoch': 100, '_wandb': {'runtime': 683}, 'avg_err': 0.1382, 'std_err': 0.0047, '_runtime': 684.1168901920319, 'train_loss': 0.1045}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '04_transfer_exps_cifar10/wrn/naive_aware', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': False, 'tune_alpha_tag': '17_tune/cifar10', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [4], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'is_multihead': False, 'eval_at_epoch': False}",edwaea1i
2,4,4,5,0.152,0.0071,cuda:1,"{'avg_err': 0.152, 'train_acc': 0.981, 'train_loss': 0.1403, 'final_test_err': 0.14700000000000002, 'epoch': 100, '_wandb': {'runtime': 667}, '_step': 1020, 'run_num': 9, 'std_err': 0.0071, '_runtime': 668.742823600769, '_timestamp': 1663851771.3609805, 'm': 500, 'n': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '04_transfer_exps_cifar10/wrn/naive_aware', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': False, 'tune_alpha_tag': '17_tune/cifar10', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [4], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'is_multihead': False, 'eval_at_epoch': False}",dvfanm26
3,4,4,4,0.1551,0.006,cuda:1,"{'_timestamp': 1663851556.159165, 'n': 100, 'run_num': 9, 'train_acc': 0.962, '_wandb': {'runtime': 558}, 'avg_err': 0.1551, 'std_err': 0.006, '_runtime': 559.585254907608, 'train_loss': 0.2118, 'm': 400, '_step': 1020, 'epoch': 100, 'final_test_err': 0.15149999999999997}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '04_transfer_exps_cifar10/wrn/naive_aware', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': False, 'tune_alpha_tag': '17_tune/cifar10', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [4], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'is_multihead': False, 'eval_at_epoch': False}",1bcfy2st
4,4,4,3,0.1609,0.009,cuda:1,"{'_runtime': 564.5273835659027, '_timestamp': 1663851503.3021576, 'train_loss': 0.2137, 'n': 100, '_step': 1020, 'epoch': 100, '_wandb': {'runtime': 563}, 'run_num': 9, 'final_test_err': 0.15049999999999997, 'm': 300, 'avg_err': 0.1609, 'std_err': 0.009, 'train_acc': 0.95}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '04_transfer_exps_cifar10/wrn/naive_aware', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': False, 'tune_alpha_tag': '17_tune/cifar10', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [4], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'is_multihead': False, 'eval_at_epoch': False}",3979cli5
5,4,4,2,0.1768,0.0126,cuda:1,"{'std_err': 0.0126, 'train_loss': 0.3511, 'final_test_err': 0.1715, 'm': 200, '_step': 1020, 'run_num': 9, 'avg_err': 0.1768, '_runtime': 576.3489217758179, 'train_acc': 0.878, '_timestamp': 1663851487.301448, 'n': 100, 'epoch': 100, '_wandb': {'runtime': 574}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '04_transfer_exps_cifar10/wrn/naive_aware', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': False, 'tune_alpha_tag': '17_tune/cifar10', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [4], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'is_multihead': False, 'eval_at_epoch': False}",1lbppf4p
6,4,4,1,0.228,0.0266,cuda:1,"{'_timestamp': 1663851412.7225628, 'final_test_err': 0.2025, 'm': 100, '_step': 1020, 'avg_err': 0.228, 'std_err': 0.0266, '_runtime': 506.0007197856903, 'train_acc': 0.625, 'n': 100, 'epoch': 100, '_wandb': {'runtime': 505}, 'run_num': 9, 'train_loss': 0.6234}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '04_transfer_exps_cifar10/wrn/naive_aware', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': False, 'tune_alpha_tag': '17_tune/cifar10', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [4], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'is_multihead': False, 'eval_at_epoch': False}",2w2zvrc8
7,4,4,0,0.2589,0.0237,cuda:1,"{'_timestamp': 1663851372.871761, 'm': 0, '_step': 1020, 'epoch': 100, '_wandb': {'runtime': 536}, 'run_num': 9, 'std_err': 0.0237, 'train_acc': 0.79, 'n': 100, 'avg_err': 0.2589, '_runtime': 537.1009249687195, 'train_loss': 0.2426, 'final_test_err': 0.243}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '04_transfer_exps_cifar10/wrn/naive_aware', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': False, 'tune_alpha_tag': '17_tune/cifar10', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [4], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'is_multihead': False, 'eval_at_epoch': False}",1uhvc27u
8,4,3,20,0.2586,0.0179,cuda:1,"{'m': 2000, 'run_num': 9, 'std_err': 0.0179, '_runtime': 921.1954190731047, 'final_test_err': 0.24750000000000005, 'train_acc': 0.9931, '_timestamp': 1663851662.319736, 'train_loss': 0.0398, 'n': 100, '_step': 1020, 'epoch': 100, '_wandb': {'runtime': 920}, 'avg_err': 0.2586}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '04_transfer_exps_cifar10/wrn/naive_aware', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': False, 'tune_alpha_tag': '17_tune/cifar10', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [3], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'is_multihead': False, 'eval_at_epoch': False}",uhsjucmp
9,4,3,10,0.2312,0.0243,cuda:1,"{'_wandb': {'runtime': 802}, 'avg_err': 0.2312, 'train_acc': 0.9747, '_timestamp': 1663851431.8178685, 'train_loss': 0.0991, '_step': 1020, 'epoch': 100, 'run_num': 9, 'std_err': 0.0243, '_runtime': 803.4460084438324, 'final_test_err': 0.23, 'm': 1000, 'n': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '04_transfer_exps_cifar10/wrn/naive_aware', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': False, 'tune_alpha_tag': '17_tune/cifar10', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [3], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'is_multihead': False, 'eval_at_epoch': False}",1z6ecuoh
