,target,ood,m_n,avg_error,std_error,device,summary,config,name
10,0,4,1,0.223,0.0206,cuda:1,"{'avg_err': 0.223, 'run_num': 9, '_runtime': 482.94830441474915, '_timestamp': 1664030106.6597784, 'final_test_err': 0.20499999999999996, 'm': 100, '_wandb': {'runtime': 482}, 'std_err': 0.0206, 'train_loss': 0.5624, 'n': 100, '_step': 1021, 'alpha': 0.915, 'epoch': 100, 'train_acc': 0.5}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [4], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",6f42gu9e
11,0,4,10,0.2021,0.0185,cuda:1,"{'alpha': 0.999207018782367, 'std_err': 0.0185, 'n': 100, '_runtime': 744.2044689655304, 'train_loss': 0.0042, 'final_test_err': 0.21999999999999997, 'm': 1000, '_step': 1021, 'epoch': 100, '_wandb': {'runtime': 743}, 'avg_err': 0.2021, 'run_num': 9, 'train_acc': 0.8956, '_timestamp': 1664030367.843024}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [4], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3w22aznz
12,0,4,0,0.217,0.0209,cuda:1,"{'run_num': 9, 'std_err': 0.0209, 'final_test_err': 0.19699999999999995, 'avg_err': 0.217, '_runtime': 504.00845074653625, '_timestamp': 1664030127.7288086, 'n': 100, '_wandb': {'runtime': 503}, 'train_acc': 0.8, 'train_loss': 0.4475, 'm': 0, '_step': 1021, 'alpha': 1, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [4], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",2dn8qv4y
13,0,4,4,0.1974,0.0171,cuda:1,"{'train_acc': 0.8967, '_timestamp': 1664030152.0103412, 'm': 400, 'n': 100, 'run_num': 9, '_step': 1021, 'std_err': 0.0171, 'final_test_err': 0.22099999999999995, 'epoch': 100, '_wandb': {'runtime': 527}, '_runtime': 528.2351882457733, 'alpha': 0.994795159644263, 'avg_err': 0.1974, 'train_loss': 0.1118}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [4], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1wsyoah4
14,0,4,2,0.1926,0.0103,cuda:1,"{'_runtime': 578.6492478847504, 'm': 200, 'n': 100, 'run_num': 9, 'final_test_err': 0.18500000000000005, 'std_err': 0.0103, 'train_acc': 0.8415, '_timestamp': 1664030201.9240928, '_step': 1021, '_wandb': {'runtime': 578}, 'train_loss': 0.297, 'alpha': 0.9373684210526316, 'epoch': 100, 'avg_err': 0.1926}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [4], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1g478597
15,0,4,20,0.2057,0.0131,cuda:1,"{'train_loss': 0.001, 'final_test_err': 0.22450000000000003, 'alpha': 0.9999582641464404, '_wandb': {'runtime': 897}, '_runtime': 897.6775600910187, 'n': 100, 'epoch': 100, 'train_acc': 0.8841, '_timestamp': 1664030521.407454, '_step': 1021, 'run_num': 9, 'std_err': 0.0131, 'm': 2000, 'avg_err': 0.2057}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [4], 'beta': 0.75, 'target': 0, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1fobon3w
16,1,4,20,0.3618,0.0332,cuda:1,"{'n': 100, '_wandb': {'runtime': 858}, 'avg_err': 0.3618, 'train_loss': 0.002, 'run_num': 9, 'std_err': 0.0332, 'train_acc': 0.8971, '_timestamp': 1664029601.1608255, 'final_test_err': 0.3255, 'm': 2000, '_step': 1021, 'alpha': 0.9991276600814426, 'epoch': 100, '_runtime': 859.8969924449921}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2/selected', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [4], 'beta': 0.75, 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",e2ywcy5m
17,1,4,10,0.3594,0.0334,cuda:1,"{'n': 100, 'alpha': 0.9988950361031608, 'final_test_err': 0.3165, 'm': 1000, '_wandb': {'runtime': 736}, 'train_acc': 0.8877, '_timestamp': 1664029444.894997, 'std_err': 0.0334, '_runtime': 737.519838809967, 'train_loss': 0.0091, '_step': 1021, 'epoch': 100, 'avg_err': 0.3594, 'run_num': 9}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2/selected', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [4], 'beta': 0.75, 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",196sblc2
18,1,4,5,0.3443,0.0276,cuda:1,"{'_step': 1021, '_wandb': {'runtime': 678}, 'std_err': 0.0276, 'train_acc': 0.8956, 'train_loss': 0.1241, 'alpha': 0.9973757107450064, 'n': 100, 'epoch': 100, 'avg_err': 0.3443, 'run_num': 9, 'final_test_err': 0.32099999999999995, 'm': 500, '_runtime': 679.0421743392944, '_timestamp': 1664029353.2645743}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2/selected', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [4], 'beta': 0.75, 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3lrxn227
19,1,4,4,0.342,0.0283,cuda:1,"{'n': 100, '_timestamp': 1664029154.1953046, 'train_loss': 0.1907, '_step': 1021, '_wandb': {'runtime': 518}, 'train_acc': 0.8641, 'alpha': 0.9501385041551248, 'avg_err': 0.342, '_runtime': 519.7863056659698, 'm': 400, 'epoch': 100, 'run_num': 9, 'std_err': 0.0283, 'final_test_err': 0.3185}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2/selected', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [4], 'beta': 0.75, 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",h9imk06f
20,1,4,3,0.3316,0.0289,cuda:1,"{'_wandb': {'runtime': 544}, 'm': 300, 'n': 100, 'epoch': 100, 'alpha': 0.9407894736842108, 'avg_err': 0.3316, 'run_num': 9, 'train_loss': 0.2782, '_runtime': 545.4535913467407, 'train_acc': 0.8444, '_timestamp': 1664029074.9364502, '_step': 1021, 'std_err': 0.0289, 'final_test_err': 0.31899999999999995}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2/selected', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [4], 'beta': 0.75, 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3w594z0i
21,1,4,2,0.3385,0.0273,cuda:1,"{'epoch': 100, 'avg_err': 0.3385, 'run_num': 9, 'std_err': 0.0273, '_runtime': 587.0123045444489, '_timestamp': 1664029037.5074556, 'n': 100, 'alpha': 0.9407894736842108, 'train_loss': 0.3497, '_wandb': {'runtime': 586}, 'train_acc': 0.7744, 'm': 200, 'final_test_err': 0.32099999999999995, '_step': 1021}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2/selected', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [4], 'beta': 0.75, 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:1', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",ul7wpags
