,target,ood,m_n,avg_error,std_error,device,summary,config,name
58,4,2,5,0.1776,0.0166,cuda:3,"{'_step': 1021, 'run_num': 9, 'final_test_err': 0.16149999999999998, 'epoch': 100, 'train_acc': 0.8323, '_wandb': {'runtime': 1042}, 'avg_err': 0.1776, '_runtime': 1043.484647274017, 'm': 500, 'n': 100, 'alpha': 0.996519363724956, 'std_err': 0.0166, '_timestamp': 1663953302.4404233, 'train_loss': 0.0459}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [2], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",29jfbhif
59,4,2,4,0.1794,0.0126,cuda:3,"{'_timestamp': 1663953084.089737, 'final_test_err': 0.16849999999999998, 'alpha': 0.9958667444233852, 'std_err': 0.0126, 'epoch': 100, 'run_num': 9, '_runtime': 873.6669838428497, 'train_loss': 0.11, 'm': 400, 'n': 100, '_step': 1021, 'train_acc': 0.7826, '_wandb': {'runtime': 872}, 'avg_err': 0.1794}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [2], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",10s8og3z
60,4,2,3,0.1891,0.0162,cuda:3,"{'_step': 1021, 'run_num': 9, 'train_acc': 0.8333, 'final_test_err': 0.1855, '_wandb': {'runtime': 904}, 'std_err': 0.0162, 'train_loss': 0.1057, 'n': 100, 'alpha': 0.9842936288088644, '_runtime': 905.2056045532228, '_timestamp': 1663953103.7377117, 'm': 300, 'epoch': 100, 'avg_err': 0.1891}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [2], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3nm2g8lu
61,4,2,2,0.1846,0.0124,cuda:3,"{'m': 200, 'train_acc': 0.7744, 'train_loss': 0.2206, 'alpha': 0.983421052631579, 'epoch': 100, 'run_num': 9, 'std_err': 0.0124, '_runtime': 844.6107988357544, 'n': 100, '_step': 1021, '_wandb': {'runtime': 843}, 'avg_err': 0.1846, '_timestamp': 1663952942.3659248, 'final_test_err': 0.18200000000000005}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [2], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",2h9hv1pc
62,4,2,1,0.2377,0.0257,cuda:3,"{'std_err': 0.0257, 'train_acc': 0.75, '_timestamp': 1663952886.098985, 'train_loss': 0.2777, 'm': 100, '_wandb': {'runtime': 792}, '_runtime': 793.093847990036, 'alpha': 0.955, '_step': 1021, 'epoch': 100, 'avg_err': 0.2377, 'run_num': 9, 'final_test_err': 0.22950000000000004, 'n': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [2], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",2aqyxaao
63,4,2,0,0.2277,0.0208,cuda:3,"{'avg_err': 0.2277, 'run_num': 9, 'std_err': 0.0208, 'train_acc': 0.87, 'train_loss': 0.3598, '_step': 1021, 'alpha': 1, '_wandb': {'runtime': 839}, '_runtime': 840.758455991745, '_timestamp': 1663952850.605461, 'final_test_err': 0.21599999999999997, 'm': 0, 'n': 100, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [2], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3243tvzv
64,4,1,20,0.1829,0.0162,cuda:3,"{'train_acc': 0.83, '_timestamp': 1663953133.383792, 'epoch': 100, 'n': 100, '_wandb': {'runtime': 1396}, 'std_err': 0.0162, 'm': 2000, 'avg_err': 0.1829, 'train_loss': 0.0017, '_step': 1021, 'run_num': 9, '_runtime': 1396.6769359111786, 'final_test_err': 0.16549999999999998, 'alpha': 0.999892381120464}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [1], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",v6wijr0h
65,4,1,10,0.1844,0.0189,cuda:3,"{'m': 1000, 'alpha': 0.9995910482577636, 'epoch': 100, 'n': 100, '_step': 1021, '_wandb': {'runtime': 1138}, 'avg_err': 0.1844, 'train_loss': 0.0059, 'std_err': 0.0189, '_runtime': 1138.9918701648712, 'train_acc': 0.8592, 'final_test_err': 0.16149999999999998, 'run_num': 9, '_timestamp': 1663952809.078792}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [1], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3vp6h2en
66,4,1,5,0.1817,0.014,cuda:3,"{'n': 100, 'epoch': 100, 'avg_err': 0.1817, 'run_num': 9, '_runtime': 993.8224792480468, 'train_acc': 0.8481, 'train_loss': 0.0493, '_timestamp': 1663952526.6977952, '_step': 1021, 'std_err': 0.014, 'final_test_err': 0.16149999999999998, 'm': 500, 'alpha': 0.992229916897507, '_wandb': {'runtime': 993}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [1], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3w1dso0t
67,4,1,4,0.178,0.012,cuda:3,"{'train_acc': 0.8207, 'train_loss': 0.0962, '_wandb': {'runtime': 874}, 'final_test_err': 0.1845, 'alpha': 0.9865789473684212, '_step': 1021, 'n': 100, 'epoch': 100, 'avg_err': 0.178, 'run_num': 9, 'std_err': 0.012, '_runtime': 875.0889449119568, '_timestamp': 1663952204.4222288, 'm': 400}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [1], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3cqcid4x
68,4,1,3,0.1804,0.0165,cuda:3,"{'_timestamp': 1663952251.160532, 'run_num': 9, 'epoch': 100, 'avg_err': 0.1804, 'train_acc': 0.85, 'train_loss': 0.0903, 'n': 100, 'alpha': 0.9865789473684212, 'std_err': 0.0165, '_runtime': 923.4255840778352, 'final_test_err': 0.15700000000000003, 'm': 300, '_wandb': {'runtime': 923}, '_step': 1021}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [1], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1i6qyhlg
69,4,1,2,0.1806,0.0205,cuda:3,"{'m': 200, '_step': 1021, 'train_acc': 0.8049, 'alpha': 0.9865789473684212, 'epoch': 100, 'avg_err': 0.1806, 'std_err': 0.0205, 'final_test_err': 0.17400000000000004, 'n': 100, '_wandb': {'runtime': 881}, 'run_num': 9, '_runtime': 882.8297245502472, '_timestamp': 1663952192.4684975, 'train_loss': 0.2504}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [1], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",s5qwy47q
70,4,1,1,0.2378,0.0291,cuda:3,"{'run_num': 9, 'std_err': 0.0291, 'train_loss': 0.3212, 'm': 100, '_step': 1021, 'epoch': 100, '_wandb': {'runtime': 800}, 'avg_err': 0.2378, 'n': 100, 'train_acc': 0.875, '_timestamp': 1663952088.355875, 'alpha': 0.985, '_runtime': 801.6489961147308, 'final_test_err': 0.22150000000000003}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [1], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",2xzetkbk
71,4,1,0,0.2277,0.0208,cuda:3,"{'run_num': 9, 'std_err': 0.0208, 'avg_err': 0.2277, 'n': 100, '_wandb': {'runtime': 819}, '_timestamp': 1663952093.1819384, 'm': 0, 'alpha': 1, 'epoch': 100, '_runtime': 820.1193404197693, 'train_acc': 0.87, '_step': 1021, 'final_test_err': 0.21599999999999997, 'train_loss': 0.3598}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [1], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1gtp1yij
72,4,0,20,0.1735,0.0114,cuda:3,"{'n': 100, 'epoch': 100, 'avg_err': 0.1735, 'final_test_err': 0.17049999999999998, 'alpha': 0.9844216590396084, '_timestamp': 1663952559.0556538, 'run_num': 9, 'train_acc': 0.9146, 'train_loss': 0.0114, 'm': 2000, '_step': 1021, '_wandb': {'runtime': 1377}, 'std_err': 0.0114, '_runtime': 1378.8287377357483}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [0], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1844vxpm
73,4,0,10,0.1777,0.0114,cuda:3,"{'n': 100, 'std_err': 0.0114, '_runtime': 1150.7290244102478, '_timestamp': 1663952005.350773, 'alpha': 0.9825889130442684, '_wandb': {'runtime': 1150}, 'train_acc': 0.9082, 'train_loss': 0.0155, 'epoch': 100, 'run_num': 9, 'm': 1000, '_step': 1021, 'avg_err': 0.1777, 'final_test_err': 0.17200000000000004}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [0], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",g9v9lh1v
74,4,0,5,0.1745,0.0109,cuda:3,"{'n': 100, '_wandb': {'runtime': 1049}, 'avg_err': 0.1745, '_runtime': 1050.4078931808472, 'train_acc': 0.9241, 'std_err': 0.0109, 'alpha': 0.980540549873006, 'epoch': 100, 'run_num': 9, 'm': 500, '_step': 1021, '_timestamp': 1663951731.4827173, 'train_loss': 0.0389, 'final_test_err': 0.16200000000000003}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [0], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3sk92pnn
75,4,0,4,0.1781,0.0117,cuda:3,"{'m': 400, 'epoch': 100, 'final_test_err': 0.16949999999999998, 'n': 100, '_wandb': {'runtime': 847}, 'avg_err': 0.1781, 'train_acc': 0.8913, '_timestamp': 1663951527.4848063, '_step': 1021, '_runtime': 848.6573865413666, 'train_loss': 0.095, 'alpha': 0.9753513631724742, 'run_num': 9, 'std_err': 0.0117}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [0], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1a607g8d
76,4,0,3,0.1783,0.0104,cuda:3,"{'final_test_err': 0.16200000000000003, 'n': 100, '_step': 1021, '_wandb': {'runtime': 800}, 'std_err': 0.0104, '_timestamp': 1663951322.560825, 'run_num': 9, '_runtime': 801.7366852760315, 'train_loss': 0.0652, 'alpha': 0.9724515235457064, 'avg_err': 0.1783, 'train_acc': 0.9333, 'm': 300, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [0], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1leclqav
77,4,0,2,0.1829,0.0154,cuda:3,"{'alpha': 0.941842105263158, '_wandb': {'runtime': 837}, 'avg_err': 0.1829, 'train_acc': 0.872, '_step': 1021, 'run_num': 9, '_timestamp': 1663951324.7988615, 'std_err': 0.0154, '_runtime': 838.3679487705231, 'train_loss': 0.1993, 'm': 200, 'n': 100, 'epoch': 100, 'final_test_err': 0.17500000000000004}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [0], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",1kdsb19n
78,4,0,1,0.2356,0.0322,cuda:3,"{'_timestamp': 1663951260.483106, 'm': 100, '_wandb': {'runtime': 783}, 'std_err': 0.0322, 'epoch': 100, 'run_num': 9, '_runtime': 784.7876808643341, 'alpha': 0.935, 'avg_err': 0.2356, 'train_acc': 0.625, 'train_loss': 0.3221, 'final_test_err': 0.2085, 'n': 100, '_step': 1021}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [0], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",19c89wd3
79,4,0,0,0.2277,0.0208,cuda:3,"{'run_num': 9, 'train_acc': 0.87, 'train_loss': 0.3598, 'n': 100, '_step': 1021, '_timestamp': 1663951304.2070513, 'm': 0, 'std_err': 0.0208, '_wandb': {'runtime': 840}, '_runtime': 841.4589521884918, 'avg_err': 0.2277, 'final_test_err': 0.21599999999999997, 'alpha': 1, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'ptw': False, 'tag': '16_task_aware/cifar10/opt', 'loss': {'alpha': 0.5, 'm_n_list': [0, 1, 2, 3, 4, 5, 10, 20], 'tune_alpha': False, 'use_opt_alpha': True, 'tune_alpha_tag': '17_tune/cifar10/wrn10-2', 'group_task_loss': True}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [0], 'beta': 0.75, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'ood_env': 'None', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target_env': 'None', 'custom_sampler': True}, 'deploy': True, 'device': 'cuda:3', 'ptw_path': 'pretrained_imagenet_1_wrn10_2.pt', 'random_reps': True, 'is_multihead': False, 'eval_at_epoch': False}",3f7anjta
