,target,ood,m_n,avg_error,std_error,device,summary,config,name
0,4,4,20,0.1208,0.0074,cuda:3,"{'epoch': 100, 'run_num': 9, 'train_acc': 0.9981, 'final_test_err': 0.125, '_runtime': 712.960636138916, '_timestamp': 1662499728.569944, 'train_loss': 0.0253, '_step': 1010, '_wandb': {'runtime': 712}, 'avg_err': 0.1208, 'std_err': 0.0074}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_transfer_exps_cifar10/wrn', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [4], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3'}",2spq8w6q
1,4,4,10,0.1326,0.0079,cuda:3,"{'_step': 1010, 'avg_err': 0.1326, 'train_acc': 0.9918, '_timestamp': 1662499617.3863103, 'train_loss': 0.0588, 'final_test_err': 0.13, 'epoch': 100, '_wandb': {'runtime': 607}, 'run_num': 9, 'std_err': 0.0079, '_runtime': 608.2215173244476}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_transfer_exps_cifar10/wrn', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [4], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3'}",21ehs4yb
2,4,4,5,0.1524,0.0086,cuda:3,"{'_runtime': 606.4990108013153, '_timestamp': 1662499488.649639, 'final_test_err': 0.139, 'epoch': 100, '_wandb': {'runtime': 606}, 'avg_err': 0.1524, 'train_acc': 0.9583, 'train_loss': 0.1395, '_step': 1010, 'run_num': 9, 'std_err': 0.0086}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_transfer_exps_cifar10/wrn', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [4], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3'}",27arox21
3,4,4,4,0.1551,0.0079,cuda:3,"{'run_num': 9, 'std_err': 0.0079, '_runtime': 610.4456150531769, '_timestamp': 1662499397.080024, 'train_loss': 0.1549, 'final_test_err': 0.14500000000000002, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 610}, 'avg_err': 0.1551, 'train_acc': 0.964}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_transfer_exps_cifar10/wrn', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [4], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3'}",34c7wmy3
4,4,4,3,0.1562,0.0052,cuda:3,"{'_step': 1010, 'epoch': 100, 'run_num': 9, 'train_loss': 0.1783, '_wandb': {'runtime': 580}, 'avg_err': 0.1562, 'std_err': 0.0052, '_runtime': 580.8056826591492, 'train_acc': 0.965, '_timestamp': 1662499262.4075346, 'final_test_err': 0.15000000000000002}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_transfer_exps_cifar10/wrn', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [4], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3'}",23f79qpb
5,4,4,2,0.1674,0.0108,cuda:3,"{'_wandb': {'runtime': 449}, 'train_loss': 0.189, 'train_acc': 0.9767, '_timestamp': 1662499048.9015148, '_step': 1010, 'epoch': 100, 'avg_err': 0.1674, 'run_num': 9, 'std_err': 0.0108, '_runtime': 450.3737428188324, 'final_test_err': 0.15600000000000003}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_transfer_exps_cifar10/wrn', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [4], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3'}",2enwpz3o
6,4,4,1,0.1782,0.0125,cuda:3,"{'train_loss': 0.2968, '_step': 1010, '_wandb': {'runtime': 441}, 'avg_err': 0.1782, 'run_num': 9, '_runtime': 442.54286074638367, 'train_acc': 0.915, '_timestamp': 1662499029.0784278, 'epoch': 100, 'std_err': 0.0125, 'final_test_err': 0.18100000000000005}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_transfer_exps_cifar10/wrn', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [4], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3'}",2pz5mdwv
7,4,4,0,0.2277,0.0208,cuda:3,"{'std_err': 0.0208, '_runtime': 441.89892077445984, 'train_acc': 0.87, '_timestamp': 1662499014.1696837, 'epoch': 100, '_wandb': {'runtime': 441}, 'avg_err': 0.2277, 'run_num': 9, 'train_loss': 0.3598, '_step': 1010, 'final_test_err': 0.21599999999999997}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_transfer_exps_cifar10/wrn', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [4], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3'}",2polmjfx
8,4,3,20,0.2974,0.0234,cuda:3,"{'_runtime': 871.540778875351, 'train_acc': 1, '_timestamp': 1662499331.5835838, 'final_test_err': 0.3285, 'epoch': 100, 'avg_err': 0.2974, 'run_num': 9, 'train_loss': 0.0208, '_step': 1010, '_wandb': {'runtime': 870}, 'std_err': 0.0234}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_transfer_exps_cifar10/wrn', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [3], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3'}",2jugpgc5
9,4,3,10,0.2856,0.0338,cuda:3,"{'epoch': 100, '_wandb': {'runtime': 781}, 'avg_err': 0.2856, '_timestamp': 1662499170.0759544, 'final_test_err': 0.256, 'train_loss': 0.0533, '_step': 1010, 'run_num': 9, 'std_err': 0.0338, '_runtime': 782.1405324935913, 'train_acc': 0.9955}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_transfer_exps_cifar10/wrn', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [3], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3'}",1gk5zay3
