,m,r,5
0,0.0,0.0,0.16800000000000004
1,0.0,1.0,0.1835
2,0.0,2.0,0.16149999999999998
3,0.0,3.0,0.16649999999999998
4,0.0,4.0,0.17100000000000004
5,0.0,5.0,0.16300000000000003
6,0.0,6.0,0.17800000000000005
7,0.0,7.0,0.17500000000000004
8,0.0,8.0,0.1725
9,0.0,9.0,0.15949999999999998
10,1.0,0.0,0.1725
11,1.0,1.0,0.16649999999999998
12,1.0,2.0,0.16000000000000003
13,1.0,3.0,0.17100000000000004
14,1.0,4.0,0.17400000000000004
15,1.0,5.0,0.15749999999999997
16,1.0,6.0,0.17600000000000005
17,1.0,7.0,0.17600000000000005
18,1.0,8.0,0.17400000000000004
19,1.0,9.0,0.1745
20,2.0,0.0,0.2015
21,2.0,1.0,0.19499999999999995
22,2.0,2.0,0.1995
23,2.0,3.0,0.1855
24,2.0,4.0,0.20099999999999996
25,2.0,5.0,0.18200000000000005
26,2.0,6.0,0.1885
27,2.0,7.0,0.1865
28,2.0,8.0,0.18999999999999995
29,2.0,9.0,0.1885
30,3.0,0.0,0.21599999999999997
31,3.0,1.0,0.22799999999999998
32,3.0,2.0,0.2025
33,3.0,3.0,0.22650000000000003
34,3.0,4.0,0.21699999999999997
35,3.0,5.0,0.20799999999999996
36,3.0,6.0,0.20499999999999996
37,3.0,7.0,0.19999999999999996
38,3.0,8.0,0.22150000000000003
39,3.0,9.0,0.1985
40,4.0,0.0,0.22250000000000003
41,4.0,1.0,0.22550000000000003
42,4.0,2.0,0.20899999999999996
43,4.0,3.0,0.20499999999999996
44,4.0,4.0,0.2005
45,4.0,5.0,0.21950000000000003
46,4.0,6.0,0.21550000000000002
47,4.0,7.0,0.20399999999999996
48,4.0,8.0,0.22750000000000004
49,4.0,9.0,0.20750000000000002
50,5.0,0.0,0.21450000000000002
51,5.0,1.0,0.23399999999999999
52,5.0,2.0,0.23099999999999998
53,5.0,3.0,0.22899999999999998
54,5.0,4.0,0.23399999999999999
55,5.0,5.0,0.22150000000000003
56,5.0,6.0,0.20999999999999996
57,5.0,7.0,0.236
58,5.0,8.0,0.21250000000000002
59,5.0,9.0,0.23250000000000004
60,10.0,0.0,0.22750000000000004
61,10.0,1.0,0.235
62,10.0,2.0,0.22099999999999997
63,10.0,3.0,0.24950000000000006
64,10.0,4.0,0.22099999999999997
65,10.0,5.0,0.23050000000000004
66,10.0,6.0,0.24050000000000005
67,10.0,7.0,0.22350000000000003
68,10.0,8.0,0.23299999999999998
69,10.0,9.0,0.25149999999999995
70,20.0,0.0,0.26149999999999995
71,20.0,1.0,0.253
72,20.0,2.0,0.27249999999999996
73,20.0,3.0,0.273
74,20.0,4.0,0.265
75,20.0,5.0,0.269
76,20.0,6.0,0.25549999999999995
77,20.0,7.0,0.26549999999999996
78,20.0,8.0,0.25649999999999995
79,20.0,9.0,0.273
